2010-05-24,0
2010-06-23,5396
2010-07-23,5909
2010-08-23,6229
2010-09-22,6229
2010-10-23,9337
2010-11-22,9337
2010-12-23,9337
2011-01-22,19737
2011-02-21,19997
2011-03-24,28053
2011-04-23,28672
2011-05-24,28736
2011-06-23,28778
2011-07-24,28832
2011-08-23,29047
2011-09-23,30407
2011-10-23,30541
2011-11-22,30667
2011-12-23,30956
2012-01-22,30956
2012-02-22,33087
2012-03-23,33176
2012-04-23,33271
2012-05-23,33276
2012-06-22,33375
2012-07-23,34269
2012-08-22,34291
2012-09-22,35129
2012-10-22,35265
2012-11-22,36311
2012-12-22,36227
2013-01-21,38459
2013-02-21,40663
2013-03-23,48269
2013-04-23,58809
2013-05-23,57617
2013-06-23,57919
2013-07-23,58439
2013-08-23,60856
2013-09-22,60909
2013-10-22,61198
2013-11-22,61563
2013-12-22,62186
2014-01-22,62195
2014-02-21,69511
2014-03-24,70232
2014-04-23,70001
2014-05-24,70330
2014-06-23,70203
2014-07-23,70208
2014-08-23,71661
2014-09-22,71649
2014-10-23,71701
2014-11-22,72764
2014-12-23,73424
2015-01-22,74262
2015-02-21,75909
2015-03-24,76464
2015-04-23,76466
2015-05-24,75892
2015-06-23,75987
2015-07-24,75989
2015-08-23,77279
2015-09-23,77358
2015-10-23,77358
2015-11-22,78104
2015-12-23,79364
2016-01-22,79499
